major_name,major_description,university_name,country,university_score,major_name_vi,major_description_vi
Business Analytics," Data Analysis, Business Analysis, Probability & Statistics, Statistical Analysis, Leadership and Management, Strategy and Operations, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Analysis, Forecasting, Data Model, Mathematics, Performance Management, Strategy, Accounting, Customer Analysis, Human Resources, Human Resources Operations, Market Analysis, Market Research, Marketing, Mathematical Theory & Analysis, Operations Management, Operations Research, Organizational Development, People Analysis, People Management, Spreadsheet Software, Talent Management, Financial Accounting, Collaboration, Finance, Regulations and Compliance",university of pennsylvania,USA,77.6,Phân tích kinh doanh,"Phân tích dữ liệu, Phân tích kinh doanh, Xác suất & Thống kê, Phân tích thống kê, Lãnh đạo và Quản lý, Chiến lược và Hoạt động, Thống kê mô tả cơ bản, Phân tích dữ liệu khám phá, Phân tích tài chính, Dự báo, Mô hình dữ liệu, Toán học, Quản lý hiệu suất, Chiến lược, Kế toán, Phân tích khách hàng, Nhân sự, Hoạt động nhân sự, Phân tích thị trường, Nghiên cứu thị trường, Tiếp thị, Lý thuyết & phân tích toán học, Quản lý hoạt động, Nghiên cứu hoạt động, Phát triển tổ chức, Phân tích con người, Quản lý con người, Phần mềm bảng tính, Quản lý nhân tài, Kế toán tài chính, Hợp tác, Tài chính, Quy định và Tuân thủ"
Preparing for Google Cloud Certification: Cloud Engineer," Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Applications, Cloud Engineering, Cloud Storage, Cloud Infrastructure, Cloud Management, Computer Networking, Cloud-Based Integration, Computer Architecture, Google App Engine, Other Cloud Platforms and Tools, Cross Platform Development, DevOps, Kubernetes, Network Architecture, Computer Programming, Billing & Invoicing, Data Analysis, Leadership and Management",google cloud,Unknown,62.39938193343899,Chuẩn bị cho Chứng chỉ Google Cloud: Kỹ sư đám mây,"Điện toán đám mây, Google Cloud Platform, Nền tảng đám mây, Ứng dụng đám mây, Kỹ thuật đám mây, Lưu trữ đám mây, Cơ sở hạ tầng đám mây, Quản lý đám mây, Mạng máy tính, Tích hợp dựa trên đám mây, Kiến trúc máy tính, Google App Engine, Các nền tảng và công cụ đám mây khác, Phát triển đa nền tảng, DevOps, Kubernetes, Kiến trúc mạng, Lập trình máy tính, Thanh toán & lập hóa đơn, Phân tích dữ liệu, Lãnh đạo và Quản lý"
IBM Introduction to Machine Learning," Machine Learning, Machine Learning Algorithms, Algorithms, Statistical Machine Learning, Human Learning, Probability & Statistics, Applied Machine Learning, Data Analysis, Regression, General Statistics, Python Programming, Feature Engineering, Machine Learning Software, Exploratory Data Analysis, Dimensionality Reduction, Statistical Analysis, Probability Distribution, Statistical Tests, Basic Descriptive Statistics",ibm,Unknown,62.39938193343899,IBM Giới thiệu về Học máy,"Học máy, Thuật toán học máy, Thuật toán, Học máy thống kê, Học con người, Xác suất & Thống kê, Học máy ứng dụng, Phân tích dữ liệu, Hồi quy, Thống kê chung, Lập trình Python, Kỹ thuật tính năng, Phần mềm học máy, Phân tích dữ liệu khám phá, Giảm kích thước, Phân tích thống kê, Phân phối xác suất, Kiểm tra thống kê, Thống kê mô tả cơ bản"
Modern Project Management," Business Analysis, Communication, Leadership and Management, Project Management, Risk Management",skillup edtech,Unknown,62.39938193343899,Quản lý dự án hiện đại,"Phân tích kinh doanh, Truyền thông, Lãnh đạo và Quản lý, Quản lý dự án, Quản lý rủi ro"
Preparing for Google Cloud Certification: Machine Learning Engineer," Machine Learning, Google Cloud Platform, Applied Machine Learning, Cloud Computing, Human Learning, Machine Learning Software, Cloud Platforms, Machine Learning Algorithms, Tensorflow, Deep Learning, Feature Engineering, Artificial Neural Networks, Training, DevOps, Exploratory Data Analysis, Python Programming, Cloud-Based Integration, Data Analysis, Data Visualization, Big Data, Probability & Statistics, Regression, Statistical Programming, Statistical Visualization, Algorithms, Continuous Integration, SQL, Cloud API, Apache, Extract, Transform, Load, Docker (Software)",google cloud,Unknown,62.39938193343899,Chuẩn bị lấy chứng chỉ Google Cloud: Kỹ sư máy học,"Học máy, Google Cloud Platform, Học máy ứng dụng, Điện toán đám mây, Học con người, Phần mềm học máy, Nền tảng đám mây, Thuật toán học máy, Tensorflow, Học sâu, Kỹ thuật tính năng, Mạng thần kinh nhân tạo, Đào tạo, DevOps, Phân tích dữ liệu khám phá, Lập trình Python, Tích hợp dựa trên đám mây, Phân tích dữ liệu, Trực quan hóa dữ liệu, Dữ liệu lớn, Xác suất & Thống kê, Hồi quy, Lập trình thống kê, Trực quan hóa thống kê, Thuật toán, Tích hợp liên tục, SQL, Cloud API, Apache, Trích xuất, Chuyển đổi, Tải, Docker (Phần mềm)"
Architecting with Google Compute Engine," Cloud Applications, Cloud Computing, Google Cloud Platform, Cloud Infrastructure, Cloud Platforms, Cloud Management, Other Cloud Platforms and Tools, Cloud Engineering, Cloud Storage, Cloud-Based Integration, Computer Networking, DevOps, Google App Engine, Network Architecture, Computer Programming, Kubernetes, Leadership and Management",google cloud,Unknown,62.39938193343899,Kiến trúc với Google Computing Engine,"Ứng dụng đám mây, Điện toán đám mây, Google Cloud Platform, Cơ sở hạ tầng đám mây, Nền tảng đám mây, Quản lý đám mây, Các nền tảng và công cụ đám mây khác, Kỹ thuật đám mây, Lưu trữ đám mây, Tích hợp dựa trên đám mây, Mạng máy tính, DevOps, Google App Engine, Kiến trúc mạng, Lập trình máy tính, Kubernetes, Lãnh đạo và Quản lý"
SAP Technology Consultant," Leadership and Management, Strategy and Operations, Cloud-Based Integration, Business Analysis, Business Transformation, Business Process Management, Cloud Applications, Strategy, Customer Analysis, Planning, Project Management, Business Intelligence, Software As A Service, Supply Chain and Logistics, Cloud Standards, Cloud Computing, Network Architecture, Software Architecture, System Software, Communication",sap,Unknown,62.39938193343899,Tư vấn công nghệ SAP,"Lãnh đạo và Quản lý, Chiến lược và Hoạt động, Tích hợp dựa trên đám mây, Phân tích kinh doanh, Chuyển đổi kinh doanh, Quản lý quy trình kinh doanh, Ứng dụng đám mây, Chiến lược, Phân tích khách hàng, Lập kế hoạch, Quản lý dự án, Kinh doanh thông minh, Phần mềm dưới dạng dịch vụ, Chuỗi cung ứng và hậu cần, Tiêu chuẩn đám mây, Điện toán đám mây, Kiến trúc mạng, Kiến trúc phần mềm, Phần mềm hệ thống, Truyền thông"
"JavaScript Programming with React, Node & MongoDB"," Javascript, Computer Programming, Web Development, Computer Science, Front-End Web Development, NoSQL, React (web framework)",ibm,Unknown,62.39938193343899,"Lập trình JavaScript với React, Node & MongoDB","Javascript, Lập trình máy tính, Phát triển web, Khoa học máy tính, Phát triển web front-end, NoSQL, React (khung web)"
Digital Product Management," Agile Software Development, Product Management, Leadership and Management, Design and Product, Software Engineering, Product Development, Project Management, User Experience, Customer Analysis, Product Design, User Research, Data Analysis, Communication, Continuous Delivery, People Analysis, Planning, Product Strategy, Strategy",university of virginia,USA,45.2,Quản lý sản phẩm kỹ thuật số,"Phát triển phần mềm linh hoạt, Quản lý sản phẩm, Lãnh đạo và quản lý, Thiết kế và sản phẩm, Kỹ thuật phần mềm, Phát triển sản phẩm, Quản lý dự án, Trải nghiệm người dùng, Phân tích khách hàng, Thiết kế sản phẩm, Nghiên cứu người dùng, Phân tích dữ liệu, Giao tiếp, Phân phối liên tục, Phân tích con người, Lập kế hoạch, Chiến lược sản phẩm, Chiến lược"
Digital Product Management," Agile Software Development, Product Management, Leadership and Management, Design and Product, Software Engineering, Product Development, Project Management, User Experience, Customer Analysis, Product Design, User Research, Data Analysis, Communication, Continuous Delivery, People Analysis, Planning, Product Strategy, Strategy",university of virginia,USA,46.92,Quản lý sản phẩm kỹ thuật số,"Phát triển phần mềm linh hoạt, Quản lý sản phẩm, Lãnh đạo và quản lý, Thiết kế và sản phẩm, Kỹ thuật phần mềm, Phát triển sản phẩm, Quản lý dự án, Trải nghiệm người dùng, Phân tích khách hàng, Thiết kế sản phẩm, Nghiên cứu người dùng, Phân tích dữ liệu, Giao tiếp, Phân phối liên tục, Phân tích con người, Lập kế hoạch, Chiến lược sản phẩm, Chiến lược"
Digital Product Management," Agile Software Development, Product Management, Leadership and Management, Design and Product, Software Engineering, Product Development, Project Management, User Experience, Customer Analysis, Product Design, User Research, Data Analysis, Communication, Continuous Delivery, People Analysis, Planning, Product Strategy, Strategy",university of virginia,USA,58.6,Quản lý sản phẩm kỹ thuật số,"Phát triển phần mềm linh hoạt, Quản lý sản phẩm, Lãnh đạo và quản lý, Thiết kế và sản phẩm, Kỹ thuật phần mềm, Phát triển sản phẩm, Quản lý dự án, Trải nghiệm người dùng, Phân tích khách hàng, Thiết kế sản phẩm, Nghiên cứu người dùng, Phân tích dữ liệu, Giao tiếp, Phân phối liên tục, Phân tích con người, Lập kế hoạch, Chiến lược sản phẩm, Chiến lược"
Digital Product Management," Agile Software Development, Product Management, Leadership and Management, Design and Product, Software Engineering, Product Development, Project Management, User Experience, Customer Analysis, Product Design, User Research, Data Analysis, Communication, Continuous Delivery, People Analysis, Planning, Product Strategy, Strategy",university of virginia,USA,56.73,Quản lý sản phẩm kỹ thuật số,"Phát triển phần mềm linh hoạt, Quản lý sản phẩm, Lãnh đạo và quản lý, Thiết kế và sản phẩm, Kỹ thuật phần mềm, Phát triển sản phẩm, Quản lý dự án, Trải nghiệm người dùng, Phân tích khách hàng, Thiết kế sản phẩm, Nghiên cứu người dùng, Phân tích dữ liệu, Giao tiếp, Phân phối liên tục, Phân tích con người, Lập kế hoạch, Chiến lược sản phẩm, Chiến lược"
Graphic Design," Graphic Design, Visual Design, Communication, Computer Graphic Techniques, Computer Graphics, Creativity, Graph Theory, Visualization (Computer Graphics), Geometry, Interactive Design",california institute of the arts,Unknown,62.39938193343899,Thiết kế đồ họa,"Thiết kế đồ họa, Thiết kế trực quan, Giao tiếp, Kỹ thuật đồ họa máy tính, Đồ họa máy tính, Sáng tạo, Lý thuyết đồ thị, Trực quan hóa (Đồ họa máy tính), Hình học, Thiết kế tương tác"
"Python for Data Science, AI & Development"," Python Programming, Computer Programming, Data Analysis",ibm,Unknown,62.39938193343899,"Python cho Khoa học dữ liệu, AI & Phát triển","Lập trình Python, Lập trình máy tính, Phân tích dữ liệu"
AWS Cloud Solutions Architect," Amazon Web Services, Cloud Computing, Cloud Storage, Data Management, Big Data, Cloud Applications, Cloud Engineering, Cloud Platforms, Data Analysis, Data Warehousing, Extract, Transform, Load, Cloud Management, Data Architecture, Cloud Infrastructure, Data Visualization, Database Design, Other Cloud Platforms and Tools, Software Architecture, Leadership and Management, Machine Learning",amazon web services,Unknown,62.39938193343899,Kiến trúc sư giải pháp đám mây AWS,"Amazon Web Services, Điện toán đám mây, Lưu trữ đám mây, Quản lý dữ liệu, Dữ liệu lớn, Ứng dụng đám mây, Kỹ thuật đám mây, Nền tảng đám mây, Phân tích dữ liệu, Kho dữ liệu, Trích xuất, Chuyển đổi, Tải, Quản lý đám mây, Kiến trúc dữ liệu, Cơ sở hạ tầng đám mây, Trực quan hóa dữ liệu, Thiết kế cơ sở dữ liệu, Các công cụ và nền tảng đám mây khác, Kiến trúc phần mềm, Lãnh đạo và quản lý, Học máy"
